"","study",".id",".g",".g_se","condition_arm1","condition_arm2","country_origin","income","multi_arm1","multi_arm2","time_weeks","format","country","rob","db"
"752","Onyechi, 2016","Onyechi_2016_msd_bdi-2_post_6months_self-report_cbt_otherctr_NA_NA",15.962,1.294,"cbt","other ctr","Nigeria","LM",NA,NA,"6 months","ind","oth",1,"dep"
"753","Onyechi, 2016","Onyechi_2016_msd_didsoc_post_6months_clinician_cbt_otherctr_NA_NA",8.563,0.719,"cbt","other ctr","Nigeria","LM",NA,NA,"6 months","ind","oth",1,"dep"
"754","Pace, 1993","Pace_1993_remission(cut-off)_bdi-1_post_NA_self-report_cbt_wl_NA_NA",0.973,0.289,"cbt","wl","USA","H",NA,NA,NA,"ind","us",1,"dep"
"755","Pace, 1993","Pace_1993_msd_bdi-1_post_NA_self-report_cbt_wl_NA_NA",0.742,0.244,"cbt","wl","USA","H",NA,NA,NA,"ind","us",1,"dep"
"756","Pagoto, 2013","Pagoto_2013_remission(cut-off)_bdi-1_post_6and12months_self-report_bat_otherctr_NA_NA",0.497,0.189,"bat","other ctr","USA","H",NA,NA,"6 and 12 months","oth","us",4,"dep"
"757","Pagoto, 2013","Pagoto_2013_response(50%)_bdi-1_post_6and12months_self-report_bat_otherctr_NA_NA",0.484,0.19,"bat","other ctr","USA","H",NA,NA,"6 and 12 months","oth","us",4,"dep"
"758","Pagoto, 2013","Pagoto_2013_remission(cut-off)_hdrs_post_6and12months_clinician_bat_otherctr_NA_NA",0.442,0.192,"bat","other ctr","USA","H",NA,NA,"6 and 12 months","oth","us",4,"dep"
"759","Pagoto, 2013","Pagoto_2013_response(50%)_hdrs_post_6and12months_clinician_bat_otherctr_NA_NA",0.297,0.193,"bat","other ctr","USA","H",NA,NA,"6 and 12 months","oth","us",4,"dep"
"760","Patel, 2017","Patel_2017_remission(cut-off)_phq-9_post_0_self-report_bat_cau_NA_NA",0.571,0.106,"bat","cau","Iran","UM",NA,NA,"0","ind","oth",4,"dep"
"761","Patel, 2017","Patel_2017_msd_bdi-2_post_0_self-report_bat_cau_NA_NA",0.518,0.094,"bat","cau","Iran","UM",NA,NA,"0","ind","oth",4,"dep"
"762","Pecheur, 1984","Pecheur_1984_msd_hdrs_post_NA_clinician_cbt_wl_cbt(religiouscbt)_wl",2.254,0.702,"cbt","wl","USA","H","cbt (religious cbt)","wl",NA,"ind","us",1,"dep"
"763","Pecheur, 1984","Pecheur_1984_msd_bdi-1_post_NA_self-report_cbt_wl_cbt(religiouscbt)_wl",1.93,0.661,"cbt","wl","USA","H","cbt (religious cbt)","wl",NA,"ind","us",1,"dep"
"764","Pecheur, 1984","Pecheur_1984_msd_hdrs_post_NA_clinician_cbt_wl_cbt(cbt)_wl",1.828,0.65,"cbt","wl","USA","H","cbt (cbt)","wl",NA,"ind","us",1,"dep"
"765","Pecheur, 1984","Pecheur_1984_msd_bdi-1_post_NA_self-report_cbt_wl_cbt(cbt)_wl",1.7,0.635,"cbt","wl","USA","H","cbt (cbt)","wl",NA,"ind","us",1,"dep"
"766","Peden, 2000","Peden_2000_remission(cut-off)_bdi-1_post_NA_self-report_cbt_cau_NA_NA",1.126,0.323,"cbt","cau","USA","H",NA,NA,NA,"grp","us",1,"dep"
"767","Pellas, 2022","Pellas_2022_msd_madrs-sr_post_NA_self-report_bat_wl_NA_NA",0.833,0.339,"bat","wl","Sweden","H",NA,NA,NA,"tel","eu",3,"dep"
"768","Pellas, 2022","Pellas_2022_msd_gds_post_NA_self-report_bat_wl_NA_NA",0.675,0.334,"bat","wl","Sweden","H",NA,NA,NA,"tel","eu",3,"dep"
"769","Pellas, 2022","Pellas_2022_msd_phq-9_post_NA_self-report_bat_wl_NA_NA",0.563,0.336,"bat","wl","Sweden","H",NA,NA,NA,"tel","eu",3,"dep"
"770","Penckofer, 2012","Penckofer_2012_msd_ces-d_post_NA_self-report_cbt_cau_NA_NA",0.781,0.259,"cbt","cau","USA","H",NA,NA,NA,"grp","us",3,"dep"
"771","Penckofer, 2012","Penckofer_2012_remission(cut-off)_ces-d_post_NA_self-report_cbt_cau_NA_NA",0.505,0.268,"cbt","cau","USA","H",NA,NA,NA,"grp","us",3,"dep"
"772","Perini, 2009","Perini_2009_response(50%)_phq-9_post_NA_self-report_cbt_wl_NA_NA",1.332,0.607,"cbt","wl","Australia","H",NA,NA,NA,"gsh","au",2,"dep"
"773","Perini, 2009","Perini_2009_msd_phq-9_post_NA_self-report_cbt_wl_NA_NA",0.847,0.318,"cbt","wl","Australia","H",NA,NA,NA,"gsh","au",2,"dep"
"774","Perini, 2009","Perini_2009_msd_bdi-2_post_NA_self-report_cbt_wl_NA_NA",0.614,0.317,"cbt","wl","Australia","H",NA,NA,NA,"gsh","au",2,"dep"
"775","Perini, 2009","Perini_2009_msd_k-10_post_NA_self-report_cbt_wl_NA_NA",0.222,0.311,"cbt","wl","Australia","H",NA,NA,NA,"gsh","au",2,"dep"
"776","Petersen, 2014","Petersen_2014_msd_phq-9_post_NA_self-report_ipt_cau_NA_NA",0.921,0.362,"ipt","cau","South Africa","UM",NA,NA,NA,"grp","oth",2,"dep"
"777","Pibernik-Okanovic, 2009","Pibernik-Okanovic_2009_otherstatistic_ces-d_post_NA_self-report_cbt_cau_NA_NA",-0.139,0.08,"cbt","cau","Croatia","H",NA,NA,NA,"grp","eu",3,"dep"
"778","Pibernik-Okanovic, 2015","Pibernik-Okanovic_2015_msd_ces-d_post_12months_self-report_cbt_cau_NA_NA",0.082,0.182,"cbt","cau","Croatia","H",NA,NA,"12 months","grp","eu",4,"dep"
"779","Piers, 2023","Piers_2023_msd_bdi-2_post_0_self-report_cbt_wl_NA_NA",1.614,0.679,"cbt","wl","USA","H",NA,NA,"0","tel","us",2,"dep"
"780","Pihlaja, 2020","Pihlaja_2020_change_bdi-1_post_8_self-report_cbt_cau_NA_NA",0.471,0.203,"cbt","cau","Finland","H",NA,NA,"8","gsh","eu",2,"dep"
"781","Pinniger, 2012","Pinniger_2012_msd_DASS-21-D_post_NA_self-report_otherpsy_wl_NA_NA",0.574,0.317,"other psy","wl","Australia","H",NA,NA,NA,"grp","au",1,"dep"
"782","Poleshuck, 2014","Poleshuck_2014_msd_hdrs_post_NA_clinician_ipt_cau_NA_NA",0.211,0.281,"ipt","cau","USA","H",NA,NA,NA,"ind","us",2,"dep"
"783","Poleshuck, 2014","Poleshuck_2014_msd_bdi-1_post_NA_self-report_ipt_cau_NA_NA",0.13,0.283,"ipt","cau","USA","H",NA,NA,NA,"ind","us",3,"dep"
"784","Pot, 2010","Pot_2010_msd_ces-d_post_9months_self-report_lrt_otherctr_NA_NA",0.387,0.154,"lrt","other ctr","Netherlands","H",NA,NA,"9 months","grp","eu",3,"dep"
"785","Pots, 2014","Pots_2014_otherdich(cut-off_RCI)_ces-d_post_NA_self-report_3rd_wl_NA_NA",0.607,0.234,"3rd","wl","Netherlands","H",NA,NA,NA,"grp","eu",4,"dep"
"786","Pots, 2014","Pots_2014_msd_ces-d_post_NA_self-report_3rd_wl_NA_NA",0.493,0.165,"3rd","wl","Netherlands","H",NA,NA,NA,"grp","eu",4,"dep"
"787","Pots, 2016","Pots_2016_otherdich(reducscore)_ces-d_post_6and12months_self-report_3rd_wl_NA_NA",0.642,0.181,"3rd","wl","Netherlands","H",NA,NA,"6 and 12 months","gsh","eu",4,"dep"
"788","Pots, 2016","Pots_2016_msd_ces-d_post_6and12months_self-report_3rd_wl_NA_NA",0.558,0.157,"3rd","wl","Netherlands","H",NA,NA,"6 and 12 months","gsh","eu",4,"dep"
"789","Pott, 2022","Pott_2022_msd_phq-9_post_12_self-report_bat_cau_NA_NA",0.856,0.359,"bat","cau","United Kingdom","H",NA,NA,"12","ind","uk",4,"dep"
"790","Power-Michael, 2012","Power-Michael_2012_msd_bdi-1_post_NA_self-report_ipt_wl_ipt(ipt)_wl",0.659,0.361,"ipt","wl","United Kingdom","H","ipt (ipt)","wl",NA,"ind","uk",2,"dep"
"791","Power-Michael, 2012","Power-Michael_2012_msd_bdi-1_post_NA_self-report_cbt_wl_cbt(cbt)_wl",0.361,0.384,"cbt","wl","United Kingdom","H","cbt (cbt)","wl",NA,"ind","uk",2,"dep"
"792","Prendergast, 2001","Prendergast_2001_msd_madrs_post_7.5months_clinician_cbt_otherctr_NA_NA",0.511,0.335,"cbt","other ctr","Australia","H",NA,NA,"7.5 months","ind","au",1,"dep"
"793","Prendergast, 2001","Prendergast_2001_remission(cut-off)_epds_post_7.5months_self-report_cbt_otherctr_NA_NA",0.238,0.452,"cbt","other ctr","Australia","H",NA,NA,"7.5 months","ind","au",2,"dep"
"794","Prendergast, 2001","Prendergast_2001_msd_epds_post_7.5months_self-report_cbt_otherctr_NA_NA",-0.315,0.332,"cbt","other ctr","Australia","H",NA,NA,"7.5 months","ind","au",2,"dep"
"795","Preschl, 2012","Preschl_2012_msd_bdi-2_post_NA_self-report_lrt_wl_NA_NA",0.712,0.346,"lrt","wl","Switzerland","H",NA,NA,NA,"ind","eu",3,"dep"
"796","Propst, 1992","Propst_1992_msd_bdi-1_post_6&27months_self-report_cbt_wl_cbt(rct-nt)_wl",1.412,0.506,"cbt","wl","USA","H","cbt (rct-nt)","wl","6 & 27 months","ind","us",1,"dep"
"797","Propst, 1992","Propst_1992_msd_bdi-1_post_6&27months_self-report_cbt_wl_cbt(nrct-rt)_wl",1.21,0.492,"cbt","wl","USA","H","cbt (nrct-rt)","wl","6 & 27 months","ind","us",1,"dep"
"798","Propst, 1992","Propst_1992_remission(cut-off)_bdi-1_post_6&27months_self-report_cbt_wl_cbt(rct-rt)_wl",1.198,0.49,"cbt","wl","USA","H","cbt (rct-rt)","wl","6 & 27 months","ind","us",1,"dep"
"799","Propst, 1992","Propst_1992_otherdich(RCI)_hdrs_post_6&27months_clinician_cbt_wl_cbt(rct-nt)_wl",1.05,0.53,"cbt","wl","USA","H","cbt (rct-nt)","wl","6 & 27 months","ind","us",1,"dep"
"800","Propst, 1992","Propst_1992_remission(cut-off)_hdrs_post_6&27months_clinician_cbt_wl_cbt(rct-rt)_wl",0.978,0.501,"cbt","wl","USA","H","cbt (rct-rt)","wl","6 & 27 months","ind","us",1,"dep"
"801","Propst, 1992","Propst_1992_msd_hdrs_post_6&27months_clinician_cbt_wl_cbt(rct-nt)_wl",0.966,0.477,"cbt","wl","USA","H","cbt (rct-nt)","wl","6 & 27 months","ind","us",1,"dep"
"802","Propst, 1992","Propst_1992_otherdich(RCI)_bdi-1_post_6&27months_self-report_cbt_wl_cbt(rct-nt)_wl",0.941,0.462,"cbt","wl","USA","H","cbt (rct-nt)","wl","6 & 27 months","ind","us",1,"dep"
"803","Propst, 1992","Propst_1992_msd_bdi-1_post_6&27months_self-report_cbt_wl_cbt(rct-rt)_wl",0.895,0.46,"cbt","wl","USA","H","cbt (rct-rt)","wl","6 & 27 months","ind","us",1,"dep"
"804","Propst, 1992","Propst_1992_msd_hdrs_post_6&27months_clinician_cbt_wl_cbt(nrct-nt)_wl",0.834,0.457,"cbt","wl","USA","H","cbt (nrct-nt)","wl","6 & 27 months","ind","us",1,"dep"
"805","Propst, 1992","Propst_1992_msd_bdi-1_post_6&27months_self-report_cbt_cau_cbt(rct-nt)_cau",0.757,0.477,"cbt","cau","USA","H","cbt (rct-nt)","cau","6 & 27 months","ind","us",1,"dep"
"806","Propst, 1992","Propst_1992_msd_hdrs_post_6&27months_clinician_cbt_wl_cbt(nrct-rt)_wl",0.75,0.466,"cbt","wl","USA","H","cbt (nrct-rt)","wl","6 & 27 months","ind","us",1,"dep"
"807","Propst, 1992","Propst_1992_msd_hdrs_post_6&27months_clinician_cbt_wl_cbt(rct-rt)_wl",0.522,0.445,"cbt","wl","USA","H","cbt (rct-rt)","wl","6 & 27 months","ind","us",1,"dep"
"808","Propst, 1992","Propst_1992_msd_bdi-1_post_6&27months_self-report_cbt_cau_cbt(nrct-rt)_cau",0.485,0.467,"cbt","cau","USA","H","cbt (nrct-rt)","cau","6 & 27 months","ind","us",1,"dep"
"809","Propst, 1992","Propst_1992_msd_bdi-1_post_6&27months_self-report_cbt_wl_cbt(nrct-nt)_wl",0.475,0.444,"cbt","wl","USA","H","cbt (nrct-nt)","wl","6 & 27 months","ind","us",1,"dep"
"810","Propst, 1992","Propst_1992_msd_hdrs_post_6&27months_clinician_cbt_cau_cbt(rct-nt)_cau",0.225,0.461,"cbt","cau","USA","H","cbt (rct-nt)","cau","6 & 27 months","ind","us",1,"dep"
"811","Propst, 1992","Propst_1992_msd_bdi-1_post_6&27months_self-report_cbt_cau_cbt(rct-rt)_cau",0.167,0.448,"cbt","cau","USA","H","cbt (rct-rt)","cau","6 & 27 months","ind","us",1,"dep"
"812","Propst, 1992","Propst_1992_msd_hdrs_post_6&27months_clinician_cbt_cau_cbt(nrct-rt)_cau",-0.082,0.46,"cbt","cau","USA","H","cbt (nrct-rt)","cau","6 & 27 months","ind","us",1,"dep"
"813","Propst, 1992","Propst_1992_msd_hdrs_post_6&27months_clinician_cbt_cau_cbt(rct-rt)_cau",-0.203,0.448,"cbt","cau","USA","H","cbt (rct-rt)","cau","6 & 27 months","ind","us",1,"dep"
"814","Propst, 1992","Propst_1992_msd_hdrs_post_6&27months_clinician_cbt_cau_cbt(nrct-nt)_cau",-0.207,0.449,"cbt","cau","USA","H","cbt (nrct-nt)","cau","6 & 27 months","ind","us",1,"dep"
"815","Propst, 1992","Propst_1992_otherdich(RCI)_bdi-1_post_6&27months_self-report_cbt_cau_cbt(rct-nt)_cau",-0.329,0.514,"cbt","cau","USA","H","cbt (rct-nt)","cau","6 & 27 months","ind","us",1,"dep"
"816","Propst, 1992","Propst_1992_msd_bdi-1_post_6&27months_self-report_cbt_cau_cbt(nrct-nt)_cau",-0.45,0.453,"cbt","cau","USA","H","cbt (nrct-nt)","cau","6 & 27 months","ind","us",1,"dep"
"817","Psaros, 2022","Psaros_2022_msd_epds_post_NA_self-report_pst_otherctr_NA_NA",1.932,0.604,"pst","other ctr","South Africa","UM",NA,NA,NA,"ind","oth",3,"dep"
"818","Psarraki, 2021","Psarraki_2021_msd_bdi-2_post_8_self-report_otherpsy_cau_NA_NA",0.633,0.261,"other psy","cau","Greece","H",NA,NA,"8","oth","eu",2,"dep"
"819","Psarraki, 2021","Psarraki_2021_msd_dass-d_post_8_self-report_otherpsy_cau_NA_NA",0.444,0.257,"other psy","cau","Greece","H",NA,NA,"8","oth","eu",2,"dep"
"820","Puckering, 2010","Puckering_2010_msd_epds_post_0_self-report_otherpsy_wl_NA_NA",0.819,0.614,"other psy","wl","United Kingdom","H",NA,NA,"0","grp","uk",2,"dep"
"821","Pugh, 2016","Pugh_2016_msd_epds_post_NA_self-report_cbt_wl_NA_NA",1.053,0.334,"cbt","wl","Canada","H",NA,NA,NA,"gsh","can",3,"dep"
"822","Pugh, 2016","Pugh_2016_msd_dass-d_post_NA_self-report_cbt_wl_NA_NA",0.89,0.328,"cbt","wl","Canada","H",NA,NA,NA,"gsh","can",3,"dep"
"823","Pugh, 2016","Pugh_2016_otherdich(reducscore)_epds_post_NA_self-report_cbt_wl_NA_NA",0.482,0.353,"cbt","wl","Canada","H",NA,NA,NA,"gsh","can",3,"dep"
"824","Qiu, 2013","Qiu_2013_msd_hdrs_post_NA_clinician_cbt_wl_NA_NA",2.167,0.321,"cbt","wl","China","UM",NA,NA,NA,"grp","eas",4,"dep"
"825","Raevuori, 2021","Raevuori_2021_msd_phq-9_post_8_self-report_otherpsy_cau_NA_NA",-0.258,0.18,"other psy","cau","Finland","H",NA,NA,"8","gsh","eu",4,"dep"
"826","Rahman, 2008","Rahman_2008_remission(diag)_dsm-iv_post_NA_clinician_cbt_otherctr_NA_NA",0.74,0.084,"cbt","other ctr","Pakistan","LM",NA,NA,NA,"grp","oth",4,"dep"
"827","Rahman, 2008","Rahman_2008_msd_hdrs_post_NA_clinician_cbt_otherctr_NA_NA",0.724,0.073,"cbt","other ctr","Pakistan","LM",NA,NA,NA,"grp","oth",4,"dep"
"828","Raji, 2022","Raji_2022_msd_bdi-2_post_8_self-report_otherpsy_otherctr_NA_NA",1.059,0.225,"other psy","other ctr","Iran","LM",NA,NA,"8","grp","oth",3,"dep"
"829","Ransom, 2008","Ransom_2008_otherdich(reducscore)_bdi-1_post_NA_self-report_ipt_cau_NA_NA",1.023,0.621,"ipt","cau","USA","H",NA,NA,NA,"tel","us",2,"dep"
"830","Ransom, 2008","Ransom_2008_otherdich(reducscore+cut-off)_bdi-1_post_NA_self-report_ipt_cau_NA_NA",0.478,0.403,"ipt","cau","USA","H",NA,NA,NA,"tel","us",2,"dep"
"831","Ransom, 2008","Ransom_2008_msd_bdi-2_post_NA_self-report_ipt_cau_NA_NA",0.16,0.226,"ipt","cau","USA","H",NA,NA,NA,"tel","us",2,"dep"
"832","Raue, 2019","Raue_2019_msd_hdrs_post_NA_clinician_bat_cau_NA_NA",0.794,0.563,"bat","cau","USA","H",NA,NA,NA,"ind","us",0,"dep"
"833","Raya-Tena, 2021","Raya-Tena_2021_response(50%)_bdi-2_post_17_self-report_otherpsy_cau_NA_NA",0.279,0.131,"other psy","cau","Iran","LM",NA,NA,"17","grp","eu",3,"dep"
"834","Raya-Tena, 2021","Raya-Tena_2021_msd_bdi-2_post_17_self-report_otherpsy_cau_NA_NA",0.061,0.103,"other psy","cau","Spain","H",NA,NA,"17","grp","eu",3,"dep"
"835","Rehm, 1981","Rehm_1981_msd_bdi-1_post_NA_self-report_otherpsy_wl_otherpsy(sm)_wl",1.282,0.532,"other psy","wl","USA","H","other psy (sm)","wl",NA,"grp","us",1,"dep"
"836","Rehm, 1981","Rehm_1981_msd_mmpi-d_post_NA_self-report_otherpsy_wl_otherpsy(sm)_wl",0.7,0.501,"other psy","wl","USA","H","other psy (sm)","wl",NA,"grp","us",1,"dep"
"837","Rehm, 1981","Rehm_1981_msd_hdrs_post_NA_clinician_otherpsy_wl_otherpsy(sm+se+sr(sc))_wl",0.693,0.501,"other psy","wl","USA","H","other psy (sm+se+sr (sc))","wl",NA,"grp","us",1,"dep"
"838","Rehm, 1981","Rehm_1981_msd_mmpi-d_post_NA_self-report_otherpsy_wl_otherpsy(sm+sr)_wl",0.67,0.405,"other psy","wl","USA","H","other psy (sm+sr)","wl",NA,"grp","us",1,"dep"
"839","Rehm, 1981","Rehm_1981_msd_hdrs_post_NA_clinician_otherpsy_wl_otherpsy(sm)_wl",0.585,0.497,"other psy","wl","USA","H","other psy (sm)","wl",NA,"grp","us",1,"dep"
"840","Rehm, 1981","Rehm_1981_msd_mmpi-d_post_NA_self-report_otherpsy_wl_otherpsy(sm+se)_wl",0.569,0.411,"other psy","wl","USA","H","other psy (sm+se)","wl",NA,"grp","us",1,"dep"
"841","Rehm, 1981","Rehm_1981_msd_hdrs_post_NA_clinician_otherpsy_wl_otherpsy(sm+se)_wl",0.488,0.409,"other psy","wl","USA","H","other psy (sm+se)","wl",NA,"grp","us",1,"dep"
"842","Rehm, 1981","Rehm_1981_msd_bdi-1_post_NA_self-report_otherpsy_wl_otherpsy(sm+sr)_wl",0.384,0.397,"other psy","wl","USA","H","other psy (sm+sr)","wl",NA,"grp","us",1,"dep"
"843","Rehm, 1981","Rehm_1981_msd_mmpi-d_post_NA_self-report_otherpsy_wl_otherpsy(sm+se+sr(sc))_wl",0.318,0.491,"other psy","wl","USA","H","other psy (sm+se+sr (sc))","wl",NA,"grp","us",1,"dep"
"844","Rehm, 1981","Rehm_1981_msd_bdi-1_post_NA_self-report_otherpsy_wl_otherpsy(sm+se)_wl",0.214,0.404,"other psy","wl","USA","H","other psy (sm+se)","wl",NA,"grp","us",1,"dep"
"845","Rehm, 1981","Rehm_1981_msd_hdrs_post_NA_clinician_otherpsy_wl_otherpsy(sm+sr)_wl",0.163,0.394,"other psy","wl","USA","H","other psy (sm+sr)","wl",NA,"grp","us",1,"dep"
"846","Rehm, 1981","Rehm_1981_msd_bdi-1_post_NA_self-report_otherpsy_wl_otherpsy(sm+se+sr(sc))_wl",0.099,0.488,"other psy","wl","USA","H","other psy (sm+se+sr (sc))","wl",NA,"grp","us",1,"dep"
"847","Reins, 2019","Reins_2019_otherdich(RCI)_hdrs-24_post_3months_clinician_otherpsy_otherctr_NA_NA",0.444,0.201,"other psy","other ctr","Germany","H",NA,NA,"3 months","gsh","eu",4,"dep"
"848","Reins, 2019","Reins_2019_msd_hdrs_post_3months_clinician_otherpsy_otherctr_NA_NA",0.316,0.176,"other psy","other ctr","Germany","H",NA,NA,"3 months","gsh","eu",4,"dep"
"849","Reins, 2019","Reins_2019_msd_qids_post_3months_clinician_otherpsy_otherctr_NA_NA",0.302,0.176,"other psy","other ctr","Germany","H",NA,NA,"3 months","gsh","eu",4,"dep"
"850","Reins, 2019","Reins_2019_msd_phq-9_post_3months_clinician_otherpsy_otherctr_NA_NA",0.284,0.176,"other psy","other ctr","Germany","H",NA,NA,"3 months","gsh","eu",4,"dep"
"851","Reins, 2019","Reins_2019_remission(cut-off)_hdrs_post_3months_clinician_otherpsy_otherctr_NA_NA",0.166,0.207,"other psy","other ctr","Germany","H",NA,NA,"3 months","gsh","eu",4,"dep"
"852","Reins, 2019","Reins_2019_response(50%)_hdrs_post_3months_clinician_otherpsy_otherctr_NA_NA",0.14,0.218,"other psy","other ctr","Germany","H",NA,NA,"3 months","gsh","eu",4,"dep"
"853","Reins, 2019","Reins_2019_otherdich(deterioration)_hdrs_post_3months_clinician_otherpsy_otherctr_NA_NA",0.118,0.349,"other psy","other ctr","Germany","H",NA,NA,"3 months","gsh","eu",4,"dep"
"854","Richards, 2015","Richards_2015_otherdich(reducscore+cut-off)_bdi-1_post_NA_self-report_cbt_wl_NA_NA",1.195,0.35,"cbt","wl","Ireland","H",NA,NA,NA,"gsh","eu",3,"dep"
"855","Richards, 2015","Richards_2015_otherdich(reducscore)_bdi-1_post_NA_self-report_cbt_wl_NA_NA",0.884,0.25,"cbt","wl","Ireland","H",NA,NA,NA,"gsh","eu",3,"dep"
"856","Richards, 2015","Richards_2015_msd_bdi-2_post_NA_self-report_cbt_wl_NA_NA",0.646,0.15,"cbt","wl","Ireland","H",NA,NA,NA,"gsh","eu",3,"dep"
"857","Richards, 2018","Richards_2018_response(50%)_bdi-1_post_NA_self-report_bat_cau_NA_NA",-0.18,0.437,"bat","cau","United Kingdom","H",NA,NA,NA,"ind","uk",4,"dep"
"858","Richards, 2018","Richards_2018_msd_bdi-2_post_NA_self-report_bat_cau_NA_NA",-0.424,0.39,"bat","cau","United Kingdom","H",NA,NA,NA,"ind","uk",4,"dep"
"859","Richards, 2018","Richards_2018_remission(cut-off)_bdi-1_post_NA_self-report_bat_cau_NA_NA",-1.073,0.729,"bat","cau","United Kingdom","H",NA,NA,NA,"ind","uk",4,"dep"
"860","Rief, 2018","Rief_2018_response(50%)_bdi-1_post_0_self-report_cbt_wl_cbt(cbt-m)_wl",2.156,0.583,"cbt","wl","Germany","H","cbt (cbt-m)","wl","0","ind","eu",4,"dep"
"861","Rief, 2018","Rief_2018_response(50%)_bdi-1_post_0_self-report_cbt_wl_cbt(cbt-e)_wl",2.151,0.582,"cbt","wl","Germany","H","cbt (cbt-e)","wl","0","ind","eu",4,"dep"
"862","Rief, 2018","Rief_2018_response(50%)_bdi-1_post_0_self-report_otherpsy_wl_otherpsy(cbasp)_wl",1.688,0.585,"other psy","wl","Germany","H","other psy (cbasp)","wl","0","ind","eu",4,"dep"
"863","Rief, 2018","Rief_2018_msd_bdi-2_post_0_self-report_cbt_wl_cbt(cbt-e)_wl",0.817,0.223,"cbt","wl","Germany","H","cbt (cbt-e)","wl","0","ind","eu",4,"dep"
"864","Rief, 2018","Rief_2018_msd_bdi-2_post_0_self-report_cbt_wl_cbt(cbt-m)_wl",0.776,0.225,"cbt","wl","Germany","H","cbt (cbt-m)","wl","0","ind","eu",4,"dep"
"865","Rief, 2018","Rief_2018_msd_bdi-2_post_0_self-report_otherpsy_wl_otherpsy(cbasp)_wl",0.528,0.221,"other psy","wl","Germany","H","other psy (cbasp)","wl","0","ind","eu",4,"dep"
"866","Rizvi, 2015","Rizvi_2015_response(50%)_bdi-1_post_0_self-report_cbt_wl_NA_NA",0.297,0.384,"cbt","wl","Canada","H",NA,NA,"0","ind","can",1,"dep"
"867","Rizvi, 2015","Rizvi_2015_remission(cut-off)_bdi-1_post_0_self-report_cbt_wl_NA_NA",0,0.358,"cbt","wl","Canada","H",NA,NA,"0","ind","can",1,"dep"
"868","Rohan, 2007","Rohan_2007_msd_sigh-sad_post_0_clinician_cbt_wl_cbt(cbt+lt)_wl",1.836,0.439,"cbt","wl","USA","H","cbt (cbt+lt)","wl","0","oth","us",3,"dep"
"869","Rohan, 2007","Rohan_2007_msd_bdi-2_post_0_self-report_cbt_wl_cbt(cbt+lt)_wl",1.604,0.423,"cbt","wl","USA","H","cbt (cbt+lt)","wl","0","oth","us",3,"dep"
"870","Rohan, 2007","Rohan_2007_remission(cut-off)_sigh-sad_post_0_clinician_cbt_wl_cbt(cbt+lt)_wl",1.547,0.528,"cbt","wl","USA","H","cbt (cbt+lt)","wl","0","oth","us",3,"dep"
"871","Rohan, 2007","Rohan_2007_msd_hdrs_post_0_clinician_cbt_wl_cbt(cbt+lt)_wl",1.504,0.416,"cbt","wl","USA","H","cbt (cbt+lt)","wl","0","oth","us",3,"dep"
"872","Rohan, 2007","Rohan_2007_remission(cut-off)_bdi-1_post_0_self-report_cbt_wl_cbt(cbt+lt)_wl",1.487,0.638,"cbt","wl","USA","H","cbt (cbt+lt)","wl","0","oth","us",3,"dep"
"873","Rohan, 2007","Rohan_2007_remission(cut-off)_bdi-1_post_0_self-report_cbt_wl_cbt(cbt)_wl",1.344,0.638,"cbt","wl","USA","H","cbt (cbt)","wl","0","grp","us",3,"dep"
"874","Rohan, 2007","Rohan_2007_otherdich(mix)_hdrs_post_0_clinician_cbt_wl_cbt(cbt+lt)_wl",1.286,0.48,"cbt","wl","USA","H","cbt (cbt+lt)","wl","0","oth","us",3,"dep"
"875","Rohan, 2007","Rohan_2007_msd_sigh-sad_post_0_clinician_cbt_wl_cbt(cbt)_wl",1.024,0.39,"cbt","wl","USA","H","cbt (cbt)","wl","0","grp","us",3,"dep"
"876","Rohan, 2007","Rohan_2007_msd_bdi-2_post_0_self-report_cbt_wl_cbt(cbt)_wl",0.987,0.388,"cbt","wl","USA","H","cbt (cbt)","wl","0","grp","us",3,"dep"
"877","Rohan, 2007","Rohan_2007_remission(cut-off)_sigh-sad_post_0_clinician_cbt_wl_cbt(cbt)_wl",0.914,0.441,"cbt","wl","USA","H","cbt (cbt)","wl","0","grp","us",3,"dep"
"878","Rohan, 2007","Rohan_2007_msd_hdrs_post_0_clinician_cbt_wl_cbt(cbt)_wl",0.878,0.383,"cbt","wl","USA","H","cbt (cbt)","wl","0","grp","us",3,"dep"
"879","Rohan, 2007","Rohan_2007_otherdich(mix)_hdrs_post_0_clinician_cbt_wl_cbt(cbt)_wl",0.526,0.459,"cbt","wl","USA","H","cbt (cbt)","wl","0","grp","us",3,"dep"
"880","Rohde, 2014b","Rohde_2014b_msd_k-sads_post_NA_clinician_cbt_otherctr_NA_NA",0.09,0.26,"cbt","other ctr","USA","H",NA,NA,NA,"grp","us",3,"dep"
"881","Rohde, 2016","Rohde_2016_msd_bdi-1_post_0_self-report_cbt_otherctr_NA_NA",0.804,0.271,"cbt","other ctr","USA","H",NA,NA,"0","grp","us",3,"dep"
"882","Rohde, 2016","Rohde_2016_msd_k-sads_post_0_clinician_cbt_otherctr_NA_NA",0.611,0.267,"cbt","other ctr","USA","H",NA,NA,"0","grp","us",3,"dep"
